FijiId;FirstPoint;LastPoint;Direction;Type;Class;UTurnAllowed;ZLvlFrom;ZLvlTo;CargoFrame;Exceptions;PartnerIds;BranchSysCode;CountrySysCode;RegionSysCode;DistrictSysCode;CitySysCode;CargoPassZoneSysCode;IsBlockedCar;IsBlockedCarAnyDirection;IsBlockedBicycle;IsBlockedBicycleAnyDirection;IsBlockedPedestrian;IsBlockedPedestrianAnyDirection;IsBlockedCargo;IsBlockedCargoAnyDirection;IsBlockedCargoOnlyAnyDirection;IsBlockedCargoOnly;IsBlockedCargoDoesNotBreakCargoCarcass;CargoMaximumPermissibleMass;IsSidewalk
145162804;4566336.34_2270233.53;4566329.59_2270263.86;1;0;4;True;0;0;False;;;229;164;70030076149053560;70030076486430538;-1;-1;False;False;False;False;False;False;False;False;False;False;False;;False
145162804;4566329.59_2270263.86;4566336.34_2270233.53;2;0;4;True;0;0;False;;;229;164;70030076149053560;70030076486430538;-1;-1;False;False;False;False;False;False;False;False;False;False;False;;False
145162801;4565210.54_2279130.53;4566458.16_2279773.87;1;0;2;True;0;0;False;;;229;164;70030076149053560;70030076486430538;-1;-1;False;False;False;False;False;False;False;False;False;False;False;;False
145162801;4566458.16_2279773.87;4565210.54_2279130.53;2;0;2;True;0;0;False;;;229;164;70030076149053560;70030076486430538;-1;-1;False;False;False;False;False;False;False;False;False;False;False;;False
145162800;4564357.04_2278162.31;4564491.65_2278155.77;1;0;2;True;0;0;False;;;229;164;70030076149053560;70030076486430538;-1;-1;False;False;False;False;False;False;False;False;False;False;False;;False
145162800;4564491.65_2278155.77;4564357.04_2278162.31;2;0;2;True;0;0;False;;;229;164;70030076149053560;70030076486430538;-1;-1;False;False;False;False;False;False;False;False;False;False;False;;False
145162799;4564682.14_2277929.6;4564665_2278427.67;1;0;2;True;0;0;False;;;229;164;70030076149053560;70030076486430538;-1;-1;False;False;False;False;False;False;False;False;False;False;False;;False
145162799;4564665_2278427.67;4564682.14_2277929.6;2;0;2;True;0;0;False;;;229;164;70030076149053560;70030076486430538;-1;-1;False;False;False;False;False;False;False;False;False;False;False;;False
145162798;4565210.54_2279130.53;4565178.39_2279395.29;1;0;2;True;0;0;False;;;229;164;70030076149053560;70030076486430538;-1;-1;False;False;False;False;False;False;False;False;False;False;False;;False
145162798;4565178.39_2279395.29;4565210.54_2279130.53;2;0;2;True;0;0;False;;;229;164;70030076149053560;70030076486430538;-1;-1;False;False;False;False;False;False;False;False;False;False;False;;False
145162797;4564491.65_2278155.77;4564682.14_2277929.6;1;0;2;True;0;0;False;;;229;164;70030076149053560;70030076486430538;-1;-1;False;False;False;False;False;False;False;False;False;False;False;;False
145162797;4564682.14_2277929.6;4564491.65_2278155.77;2;0;2;True;0;0;False;;;229;164;70030076149053560;70030076486430538;-1;-1;False;False;False;False;False;False;False;False;False;False;False;;False
145162795;4565495.84_2275994.64;4565732.41_2276203.58;1;0;2;True;0;0;False;;;229;164;70030076149053560;70030076486430538;-1;-1;False;False;False;False;False;False;False;False;False;False;False;;False
145162795;4565732.41_2276203.58;4565495.84_2275994.64;2;0;2;True;0;0;False;;;229;164;70030076149053560;70030076486430538;-1;-1;False;False;False;False;False;False;False;False;False;False;False;;False
145162793;4564682.14_2276086.35;4564845.65_2275513.78;1;0;2;True;0;0;False;;;229;164;70030076149053560;70030076486430538;-1;-1;False;False;False;False;False;False;False;False;False;False;False;;False
145162793;4564845.65_2275513.78;4564682.14_2276086.35;2;0;2;True;0;0;False;;;229;164;70030076149053560;70030076486430538;-1;-1;False;False;False;False;False;False;False;False;False;False;False;;False
